source,distribution,n,rep,method,calibration,solvency_c,rejected
betting,"Beta(0.5,0.5)",50,19,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,19,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,20,Product betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,20,Product betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,20,STaR betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,20,Efficient betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,20,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,20,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,20,STaR betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,20,Efficient betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,20,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,20,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,21,Product betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,21,Product betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,21,STaR betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,21,Efficient betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,21,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,21,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,21,STaR betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,21,Efficient betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,21,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,21,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,22,Product betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,22,Product betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,22,STaR betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,22,Efficient betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,22,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,22,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,22,STaR betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,22,Efficient betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,22,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,22,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,23,Product betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,23,Product betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,23,STaR betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,23,Efficient betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,23,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,23,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,23,STaR betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,23,Efficient betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,23,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,23,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,24,Product betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,24,Product betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,24,STaR betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,24,Efficient betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,24,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,24,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,24,STaR betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,24,Efficient betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,24,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,24,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,25,Product betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,25,Product betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,25,STaR betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,25,Efficient betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,25,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,25,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,25,STaR betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,25,Efficient betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,25,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,25,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,26,Product betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,26,Product betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,26,STaR betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,26,Efficient betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,26,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,26,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,26,STaR betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,26,Efficient betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,26,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,26,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,27,Product betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,27,Product betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,27,STaR betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,27,Efficient betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,27,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,27,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,27,STaR betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,27,Efficient betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,27,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,27,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,28,Product betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,28,Product betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,28,STaR betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,28,Efficient betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,28,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,28,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,28,STaR betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,28,Efficient betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,28,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,28,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,29,Product betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,29,Product betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,29,STaR betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,29,Efficient betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,29,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,29,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,29,STaR betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,29,Efficient betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,29,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,29,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,30,Product betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,30,Product betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,30,STaR betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,30,Efficient betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,30,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,30,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,30,STaR betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,30,Efficient betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,30,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,30,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,31,Product betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,31,Product betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,31,STaR betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,31,Efficient betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,31,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,31,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,31,STaR betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,31,Efficient betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,31,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,31,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,32,Product betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,32,Product betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,32,STaR betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,32,Efficient betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,32,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,32,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,32,STaR betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,32,Efficient betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,32,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,32,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,33,Product betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,33,Product betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,33,STaR betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,33,Efficient betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,33,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,33,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,33,STaR betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,33,Efficient betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,33,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,33,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,34,Product betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,34,Product betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,34,STaR betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,34,Efficient betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,34,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,34,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,34,STaR betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,34,Efficient betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,34,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,34,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,35,Product betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,35,Product betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,35,STaR betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,35,Efficient betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,35,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,35,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,35,STaR betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,35,Efficient betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,35,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,35,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,36,Product betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,36,Product betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,36,STaR betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,36,Efficient betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,36,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,36,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,36,STaR betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,36,Efficient betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,36,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,36,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,37,Product betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,37,Product betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,37,STaR betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,37,Efficient betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,37,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,37,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,37,STaR betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,37,Efficient betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,37,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,37,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,38,Product betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,38,Product betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,38,STaR betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,38,Efficient betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,38,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,38,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,38,STaR betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,38,Efficient betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,38,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,38,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,39,Product betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,39,Product betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,39,STaR betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,39,Efficient betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,39,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,39,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,39,STaR betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,39,Efficient betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,39,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,39,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,40,Product betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,40,Product betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,40,STaR betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,40,Efficient betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,40,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,40,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,40,STaR betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,40,Efficient betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,40,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,40,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,41,Product betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,41,Product betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,41,STaR betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,41,Efficient betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,41,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,41,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,41,STaR betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,41,Efficient betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,41,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,41,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,42,Product betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,42,Product betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,42,STaR betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,42,Efficient betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,42,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,42,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,42,STaR betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,42,Efficient betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,42,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,42,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,43,Product betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,43,Product betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,43,STaR betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,43,Efficient betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,43,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,43,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,43,STaR betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,43,Efficient betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,43,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,43,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,44,Product betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,44,Product betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,44,STaR betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,44,Efficient betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,44,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,44,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,44,STaR betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,44,Efficient betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,44,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,44,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,45,Product betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,45,Product betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,45,STaR betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,45,Efficient betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,45,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,45,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,45,STaR betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,45,Efficient betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,45,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,45,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,46,Product betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,46,Product betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,46,STaR betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,46,Efficient betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,46,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,46,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,46,STaR betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,46,Efficient betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,46,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,46,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,47,Product betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,47,Product betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,47,STaR betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,47,Efficient betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,47,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,47,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,47,STaR betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,47,Efficient betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,47,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,47,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,48,Product betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,48,Product betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,48,STaR betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,48,Efficient betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,48,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,48,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,48,STaR betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,48,Efficient betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,48,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,48,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,49,Product betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,49,Product betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,49,STaR betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,49,Efficient betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,49,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,49,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,49,STaR betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,49,Efficient betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,49,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,49,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,50,Product betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,50,Product betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,50,STaR betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,50,Efficient betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,50,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,50,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,50,STaR betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,50,Efficient betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,50,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,50,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,51,Product betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,51,Product betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,51,STaR betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,51,Efficient betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,51,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,51,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,51,STaR betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,51,Efficient betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,51,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,51,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,52,Product betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,52,Product betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,52,STaR betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,52,Efficient betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,52,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,52,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,52,STaR betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,52,Efficient betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,52,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,52,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,53,Product betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,53,Product betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,53,STaR betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,53,Efficient betting,Deterministic,0.5,False
betting,"Beta(0.5,0.5)",50,53,STaR betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,53,Efficient betting,Uniformly randomized,0.5,False
betting,"Beta(0.5,0.5)",50,53,STaR betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,53,Efficient betting,Deterministic,1.0,False
betting,"Beta(0.5,0.5)",50,53,STaR betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,53,Efficient betting,Uniformly randomized,1.0,False
betting,"Beta(0.5,0.5)",50,54,Product betting,Deterministic,0.5,False
